"Adresse","Type de contenu","Taille (octets)","Liens entrants IMG","Indexabilité","Statut d'indexabilité","Dimensions"
"https://deltaco.com/files/menu/item/DEL-702_Promo2_Web_Carne-Asada-Steak-Breakfast-Burrito-Meal_HERO_R1﹖v=4.057.png","image/png","405823","1","Indexable","",""
"https://deltaco.com/files/menu/item/DEL-910_Promo-2-Website-Images_HERO_Hash%20Brown%20Sticks_R2﹖v=4.057.png","image/png","114919","1","Indexable","",""
"https://deltaco.com/files/menu/item/DEL-910_Promo-2-Website-Images_Thumbnail_Breakfast-Burrito-Meal_R1S﹖v=4.057.jpg","image/jpeg","25927","1","Indexable","",""
"https://deltaco.com/files/menu/item/DEL-468%20Promo%207__Web_Crispy-Chicken-Guacd-Up-Taco_THUMB_R1﹖v=4.057.jpg","image/jpeg","15507","1","Indexable","",""
"https://deltaco.com/files/menu/item/DEL-143_Promo%205%20Website%20Images_Thumbnail_Ranch%20Crispy%20Chicken_R1﹖v=4.057.jpg","image/jpeg","41502","1","Indexable","",""
"https://deltaco.com/files/menu/item/DEL-143_Promo%205%20Website%20Images_HERO_3pc%20Crispy%20Chicken%20and%20Fries%20Box_R1﹖v=4.057.png","image/png","453283","1","Indexable","",""
"https://deltaco.com/files/menu/item/DEL-143_Promo%205%20Website%20Images_HERO_Chipotle%20Crispy%20Chicken_R1﹖v=4.057.png","image/png","216265","1","Indexable","",""
"https://deltaco.com/files/menu/item/DEL-143_Promo%205%20Website%20Images_HERO_Ranch%20Crispy%20Chicken_R1﹖v=4.057.png","image/png","213989","1","Indexable","",""
"https://deltaco.com/files/menu/item/DEL-468%20Promo%207__Web_Crispy-Chicken-Guacd-Up-Taco_HERO_R1﹖v=4.057.png","image/png","58147","1","Indexable","",""
"https://deltaco.com/files/menu/item/DEL-143_Promo%205%20Website%20Images_Thumbnail_Chipotle%20Crispy%20Chicken_R1﹖v=4.057.jpg","image/jpeg","43623","1","Indexable","",""
"https://deltaco.com/files/menu/item/DEL-143_Promo%205%20Website%20Images_Thumbnail_3pc%20Crispy%20Chicken%20and%20Fries%20Box_R1﹖v=4.057.jpg","image/jpeg","72336","1","Indexable","",""
"https://deltaco.com/files/menu/item/DEL-468%20Promo%207__Web_Guac-Scoops_THUMB_R1﹖v=4.057.jpg","image/jpeg","28816","1","Indexable","",""
"https://deltaco.com/files/menu/item/DEL-468%20Promo%207__Web_Guac-Side_HERO_R1﹖v=4.057.png","image/png","52585","1","Indexable","",""
"https://deltaco.com/files/menu/item/DEL-468%20Promo%207_Web_Snack-Chips-Guac_HERO_R1﹖v=4.057.png","image/png","71098","1","Indexable","",""
"https://deltaco.com/files/menu/item/DEL-468%20Promo%207__Web_Guac-Side_THUMB_R1﹖v=4.057.jpg","image/jpeg","7755","1","Indexable","",""
"https://deltaco.com/files/menu/item/DEL-468%20Promo%207__Web_Guac-Scoops_HERO_R1﹖v=4.057.png","image/png","103887","1","Indexable","",""
"https://deltaco.com/files/menu/item/DEL-468%20Promo%207_Web_Snack-Chips-Guac_THUMB_R1﹖v=4.057.jpg","image/jpeg","22647","1","Indexable","",""
"https://deltaco.com/files/menu/item/thumb_doubledelcheeseburger﹖v=4.057.jpg","image/jpeg","52089","1","Indexable","",""
"https://deltaco.com/files/menu/item/DEL-155_Promo-3-Web-Images_Hero_Deluxe-Chili-Cheddar-Fries_860x480﹖v=4.057.png","image/png","594139","1","Indexable","",""
"https://deltaco.com/files/menu/item/2-DEL-545_USA-Today-Fries_Website-Images_Thumbnail_R1﹖v=4.057.jpg","image/jpeg","21087","1","Indexable","",""
"https://deltaco.com/files/menu/item/doubledelcheeseburger﹖v=4.057.png","image/png","97182","1","Indexable","",""
"https://deltaco.com/files/menu/item/DEL-155_Promo-3-Web-Images_Thumbnail_Chili-Cheddar-Fries_450x355﹖v=4.057.jpg","image/jpeg","72235","1","Indexable","",""
"https://deltaco.com/files/menu/item/DEL-155_Promo-3-Web-Images_Hero_Chili-Cheddar-Fries_860x480﹖v=4.057.png","image/png","391857","1","Indexable","",""
